alert_id,timestamp,message,behavior_type,confidence,image_path,evidence_dir,is_true_positive,notes
85734505-770a-431c-9c24-9d8d4f6e1753,20260915_162544,THEFT: suspicious_crouching | 概率=0.62 | rule=0.89 continuity=0.00 sequence=N,suspicious_crouching,0.6203606557377048,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_162544.jpg,,,
eecfeccd-ffa2-4e5a-83cd-16b6beb9887e,20260915_162554,THEFT: suspicious_crouching | 概率=0.58 | rule=0.83 continuity=0.00 sequence=N,suspicious_crouching,0.5807586206896552,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_162554.jpg,,,
7a7efc72-6106-4d74-8b01-5d3887c00864,20260915_162559,THEFT: suspicious_crouching | 概率=0.70 | rule=1.00 continuity=0.00 sequence=N,suspicious_crouching,0.7,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_162559.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/7a7efc72-6106-4d74-8b01-5d3887c00864,,
c8218aae-e191-4b62-8583-df52375bfe7f,20260915_162652,THEFT: looking_around | 概率=0.53 | rule=0.69 continuity=0.05 sequence=N,looking_around,0.5295,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_f025b521-72c1-40e4-94c5-3d7758c2ff35_20260915_162652.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/c8218aae-e191-4b62-8583-df52375bfe7f,,
902b9da7-8ee0-4cc2-bcb2-122689667f70,20260915_162652,THEFT: looking_around | 概率=0.57 | rule=0.67 continuity=0.10 sequence=N,looking_around,0.5675,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_e584cf4e-9f4d-480b-bcce-4d1dac35b516_20260915_162652.jpg,,,
5c8bbfa9-c79b-4cec-9871-9d87b5f4929d,20260915_162658,THEFT: unusual_arm_position | 概率=0.68 | rule=0.98 continuity=0.00 sequence=N,unusual_arm_position,0.6825,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_e584cf4e-9f4d-480b-bcce-4d1dac35b516_20260915_162658.jpg,,,
e45d6e4f-e592-4948-b138-c5549fc791b6,20260915_162659,THEFT: unusual_arm_position | 概率=0.67 | rule=0.95 continuity=0.00 sequence=N,unusual_arm_position,0.6663461538461538,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_e584cf4e-9f4d-480b-bcce-4d1dac35b516_20260915_162659.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/e45d6e4f-e592-4948-b138-c5549fc791b6,,
b3699fae-3472-4d36-b8f0-e32457998766,20260915_162807,THEFT: suspicious_crouching | 概率=0.63 | rule=0.90 continuity=0.00 sequence=N,suspicious_crouching,0.63,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_e584cf4e-9f4d-480b-bcce-4d1dac35b516_20260915_162807.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/b3699fae-3472-4d36-b8f0-e32457998766,,
868cdb2b-9b6f-4043-aed4-804fc8c7e3c0,20260915_164011,THEFT: suspicious_crouching | 概率=0.61 | rule=0.87 continuity=0.00 sequence=N,suspicious_crouching,0.6113333333333333,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_e584cf4e-9f4d-480b-bcce-4d1dac35b516_20260915_164011.jpg,,,
1095a776-ea3c-4283-95d0-ad8779910e13,20260915_164042,THEFT: suspicious_crouching | 概率=0.63 | rule=0.90 continuity=0.00 sequence=N,suspicious_crouching,0.63,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_e584cf4e-9f4d-480b-bcce-4d1dac35b516_20260915_164042.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/1095a776-ea3c-4283-95d0-ad8779910e13,,
b4e4ca6b-014c-4fac-9e1d-3466323c200b,20260915_164346,THEFT: unusual_arm_position | 概率=0.54 | rule=0.63 continuity=0.10 sequence=N,looking_around,0.75,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_164346.jpg,,,
6312c9fc-83db-470e-9983-7668f81c6fdc,20260915_164359,THEFT: unusual_arm_position | 概率=0.51 | rule=0.66 continuity=0.05 sequence=N,unusual_arm_position,0.5141304347826087,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_164359.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/6312c9fc-83db-470e-9983-7668f81c6fdc,,
bb0eff49-cc3e-4d01-ab2f-fbd2f3b7ccf3,20260915_164556,THEFT: looking_around | 概率=0.70 | rule=1.00 continuity=0.00 sequence=N,looking_around,0.7999999999999999,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_164556.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/bb0eff49-cc3e-4d01-ab2f-fbd2f3b7ccf3,,
8e31e1b7-2961-48c4-8af4-e674b963b969,20260915_164641,THEFT: looking_around | 概率=0.58 | rule=0.69 continuity=0.10 sequence=N,looking_around,0.5795,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_164641.jpg,,,
69721935-7275-418c-aa03-7f0c40b20eef,20260915_164657,THEFT: looking_around | 概率=0.55 | rule=0.71 continuity=0.05 sequence=N,looking_around,0.5469999999999999,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_164657.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/69721935-7275-418c-aa03-7f0c40b20eef,,
b26dfecd-2288-4b81-abe1-465f0b7c5117,20260915_164734,THEFT: looking_around | 概率=0.63 | rule=0.69 continuity=0.15 sequence=N,looking_around,0.6295,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_164734.jpg,,,
26b972d6-945b-4817-b028-67bf29e1dda4,20260915_164734,THEFT: suspicious_crouching | 概率=0.70 | rule=1.00 continuity=0.00 sequence=N,suspicious_crouching,0.7,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_164734.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/26b972d6-945b-4817-b028-67bf29e1dda4,,
2135896d-64b8-4bc0-8cbc-ef2eb2b3169d,20260915_164827,THEFT: looking_around | 概率=0.53 | rule=0.69 continuity=0.05 sequence=N,looking_around,0.5295,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_164827.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/2135896d-64b8-4bc0-8cbc-ef2eb2b3169d,,
03a43e25-b992-4e6e-a9b4-e54841e253c4,20260915_164914,THEFT: suspicious_crouching | 概率=0.70 | rule=1.00 continuity=0.00 sequence=N,suspicious_crouching,0.85,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_164914.jpg,,,
e8ce82f7-310e-4867-a8a9-b5ec0515ce36,20260915_172345,THEFT: suspicious_crouching | 概率=0.60 | rule=0.86 continuity=0.00 sequence=N,suspicious_crouching,0.5990526315789474,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_172345.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/e8ce82f7-310e-4867-a8a9-b5ec0515ce36,,
5a143d43-11db-4684-9943-59568f3a6eb8,20260915_172836,THEFT: suspicious_crouching | 概率=0.57 | rule=0.82 continuity=0.00 sequence=N,suspicious_crouching,0.5731515151515152,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_172836.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/5a143d43-11db-4684-9943-59568f3a6eb8,,
8015080c-06cb-45ed-aaaa-699ebb14741c,20260915_173136,THEFT: looking_around | 概率=0.70 | rule=1.00 continuity=0.00 sequence=N,looking_around,0.7,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_173136.jpg,,,
fb1be8d9-b683-41c2-83e9-266e67e89d3f,20260915_173140,THEFT: looking_around | 概率=0.70 | rule=1.00 continuity=0.00 sequence=N,suspicious_crouching,0.75,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_f025b521-72c1-40e4-94c5-3d7758c2ff35_20260915_173140.jpg,,,
e1ce4ca6-e5e4-4b4e-8a48-44ed7680a020,20260915_173140,THEFT: suspicious_crouching | 概率=0.75 | rule=1.00 continuity=0.05 sequence=N,suspicious_crouching,0.7999999999999999,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_e584cf4e-9f4d-480b-bcce-4d1dac35b516_20260915_173140.jpg,,,
f47f3ce8-5720-4d11-8396-f4a13f6e4cf4,20260915_173141,THEFT: suspicious_crouching | 概率=0.70 | rule=1.00 continuity=0.00 sequence=N,suspicious_crouching,0.7,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_f025b521-72c1-40e4-94c5-3d7758c2ff35_20260915_173141.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/f47f3ce8-5720-4d11-8396-f4a13f6e4cf4,,
094a9be7-2b70-43e5-b28b-794472e42427,20260915_173141,THEFT: suspicious_crouching | 概率=0.63 | rule=0.90 continuity=0.00 sequence=N,suspicious_crouching,0.75,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_e584cf4e-9f4d-480b-bcce-4d1dac35b516_20260915_173141.jpg,,,
8fd9eb88-a24e-4b00-ab33-aae873ed3c2b,20260915_173143,THEFT: suspicious_crouching | 概率=0.70 | rule=1.00 continuity=0.00 sequence=N,suspicious_crouching,0.7,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_e584cf4e-9f4d-480b-bcce-4d1dac35b516_20260915_173143.jpg,,,
f1b78105-cbfc-4b22-93b7-1da4e0d41a74,20260915_173143,THEFT: suspicious_crouching | 概率=0.63 | rule=0.90 continuity=0.00 sequence=N,suspicious_crouching,0.7,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_e584cf4e-9f4d-480b-bcce-4d1dac35b516_20260915_173143.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/f1b78105-cbfc-4b22-93b7-1da4e0d41a74,,
5f9f532b-cb8c-410c-98fb-1facb4856248,20260915_173147,THEFT: suspicious_crouching | 概率=0.61 | rule=0.86 continuity=0.00 sequence=N,suspicious_crouching,0.6054999999999999,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_74be4f22-6d03-4cba-8158-2f47c73dc143_20260915_173147.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/5f9f532b-cb8c-410c-98fb-1facb4856248,,
88cdd882-214a-4014-8bbd-35d4fd982c2a,20260916_091724,THEFT: looking_around | 概率=0.70 | rule=1.00 continuity=0.00 sequence=N,looking_around,0.7,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_e584cf4e-9f4d-480b-bcce-4d1dac35b516_20260916_091724.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/88cdd882-214a-4014-8bbd-35d4fd982c2a,,
7e5ff534-64e3-4e98-a5ef-3a5f69c3efb1,20260916_091724,THEFT: looking_around | 概率=0.70 | rule=1.00 continuity=0.00 sequence=N,looking_around,0.7,E:\Latest-Theft-Detection-main\Theft-Detection-main\alerts/alert_f025b521-72c1-40e4-94c5-3d7758c2ff35_20260916_091724.jpg,E:\Latest-Theft-Detection-main\Theft-Detection-main\evidence_videos/7e5ff534-64e3-4e98-a5ef-3a5f69c3efb1,,
